Gene	Mutations	Coverage	p-value	q-value	Rank
RNF169	4	4274	0.044395266	0.077633141	9346
RARS1	5	3011	0.044395675	0.077633141	9347
ATXN7L2	4	4302	0.044397076	0.077633141	9348
TBL1X	5	4462	0.044410764	0.077642841	9349
NFKB2	4	4744	0.044412123	0.077642841	9350
GSTA5	4	3616	0.044417907	0.077644649	9351
KRT80	4	4806	0.044430263	0.077650323	9352
SLAMF7	5	3796	0.044439835	0.077650323	9353
TAX1BP1	5	3115	0.044447101	0.077650323	9354
BAMBI	4	4102	0.044448579	0.077650323	9355
DLG1	4	4357	0.044448973	0.077650323	9356
PHF23	4	3211	0.044449655	0.077650323	9357
TASP1	4	3178	0.044459514	0.077659246	9358
UGT1A9	4	3608	0.044466592	0.077663310	9359
BSX	4	4175	0.044477178	0.077673498	9360
LACTB2	4	4654	0.044504429	0.077705288	9361
GPRIN2	4	3641	0.044510175	0.077705288	9362
SPIN2B	4	4468	0.044518649	0.077705288	9363
GIT2	4	3528	0.044519733	0.077705288	9364
HACL1	4	3375	0.044519800	0.077705288	9365
SLC35G1	4	4253	0.044523903	0.077705288	9366
HIPK4	4	3595	0.044540276	0.077718894	9367
C1orf50	4	3972	0.044541209	0.077718894	9368
LIN37	4	3701	0.044552190	0.077729757	9369
PRPF38A	5	4264	0.044564067	0.077742182	9370
TRIM8	4	4290	0.044593070	0.077764819	9371
BCL2L13	5	4578	0.044593853	0.077764819	9372
VPS51	5	4534	0.044601794	0.077764819	9373
REXO5	4	3058	0.044608980	0.077764819	9374
GOLM1	4	4722	0.044614951	0.077764819	9375
UBE2C	4	4956	0.044615009	0.077764819	9376
CAV3	4	4185	0.044632199	0.077764819	9377
MAN1B1	4	4432	0.044634832	0.077764819	9378
TAPBP	4	3214	0.044637449	0.077764819	9379
OR2C1	4	3308	0.044642978	0.077764819	9380
FGL2	4	4155	0.044643553	0.077764819	9381
CALM1	3	3942	0.044647737	0.077764819	9382
PCOLCE	4	3330	0.044652091	0.077764819	9383
MED15	4	4936	0.044652390	0.077764819	9384
KLHDC8A	4	3317	0.044652737	0.077764819	9385
GPR135	4	3209	0.044653162	0.077764819	9386
RUSC1	4	3433	0.044663885	0.077767152	9387
AMZ1	4	4358	0.044664017	0.077767152	9388
MRPS6	4	4551	0.044677353	0.077782087	9389
CPO	4	4361	0.044697925	0.077809616	9390
SYN2	4	3415	0.044717806	0.077830326	9391
AC004922.1	4	3953	0.044719346	0.077830326	9392
ERGIC3	4	3773	0.044731538	0.077843258	9393
MSRB3	4	3535	0.044745905	0.077857124	9394
ALDH5A1	4	3306	0.044752194	0.077857124	9395
MLEC	4	3365	0.044753795	0.077857124	9396
ACY3	4	4948	0.044782383	0.077883004	9397
MTSS1	4	4799	0.044787387	0.077883004	9398
XKRX	4	3826	0.044788601	0.077883004	9399
KIAA1328	4	3111	0.044794124	0.077883004	9400
SLC2A7	4	4385	0.044795325	0.077883004	9401
TMX2	4	4249	0.044800202	0.077883004	9402
SNAPC3	4	3449	0.044802024	0.077883004	9403
ANKRD20A4P	4	3800	0.044852342	0.077953898	9404
ZC4H2	4	4189	0.044857215	0.077953898	9405
FBXO10	4	4167	0.044857801	0.077953898	9406
CHMP4B	5	3000	0.044876932	0.077953898	9407
HOXB2	4	4282	0.044879712	0.077953898	9408
C5orf34	4	4944	0.044881310	0.077953898	9409
TSSK6	4	3558	0.044884425	0.077953898	9410
NEPRO	4	3363	0.044887108	0.077953898	9411
RNF38	4	4710	0.044888800	0.077953898	9412
MCOLN3	4	4542	0.044890496	0.077953898	9413
F12	5	4048	0.044906969	0.077967079	9414
SC5D	4	3118	0.044907626	0.077967079	9415
WASF2	4	3668	0.044914541	0.077970804	9416
CAPN7	4	3543	0.044928941	0.077987519	9417
NMS	4	4989	0.044940087	0.077995024	9418
DTX2	4	3492	0.044954737	0.077995024	9419
DHCR24	4	4403	0.044954874	0.077995024	9420
AMIGO2	3	3697	0.044957539	0.077995024	9421
BTBD6	4	3110	0.044959361	0.077995024	9422
CELF1	4	4551	0.044961894	0.077995024	9423
SH2B2	4	4510	0.044970289	0.078000240	9424
CLPTM1	5	3365	0.044974444	0.078000240	9425
FAM50B	5	3606	0.044992861	0.078018329	9426
HTR2A	4	3790	0.044994420	0.078018329	9427
CREG2	4	4709	0.045024758	0.078051122	9428
SCAMP5	4	3324	0.045032605	0.078051122	9429
FAM120C	4	3618	0.045036102	0.078051122	9430
RPL8	4	4357	0.045037879	0.078051122	9431
BSND	4	4129	0.045044945	0.078051122	9432
OPTC	4	3196	0.045045983	0.078051122	9433
IFNA13	3	3325	0.045047389	0.078051122	9434
TMPPE	4	3894	0.045051648	0.078051122	9435
AARS1	4	3966	0.045056307	0.078051122	9436
RAB11FIP4	5	3129	0.045080059	0.078062655	9437
DPY19L1	4	3004	0.045082648	0.078062655	9438
APLP1	4	4911	0.045090848	0.078062655	9439
LBX2	4	3923	0.045106042	0.078062655	9440
MED25	4	3270	0.045108166	0.078062655	9441
PARP2	4	3083	0.045111708	0.078062655	9442
SHD	4	4749	0.045115358	0.078062655	9443
CLCNKA	4	4413	0.045120176	0.078062655	9444
TRAV18	5	4940	0.045121962	0.078062655	9445
CXCR1	4	4296	0.045125953	0.078062655	9446
ARFGAP3	4	3377	0.045126434	0.078062655	9447
ARL5B	4	3572	0.045127210	0.078062655	9448
IGHG2	4	4605	0.045131853	0.078062655	9449
ACAP1	4	3894	0.045134570	0.078062655	9450
KRTAP4-2	5	4761	0.045138496	0.078062655	9451
CST5	4	4683	0.045139374	0.078062655	9452
ZFX	4	4908	0.045156889	0.078080582	9453
PGAP6	4	3893	0.045159294	0.078080582	9454
WDR38	4	3273	0.045171146	0.078087673	9455
FEM1B	5	4942	0.045175242	0.078087673	9456
ZNF721	5	3507	0.045177727	0.078087673	9457
CCDC42	4	3107	0.045182794	0.078088174	9458
CNOT6	4	3477	0.045194119	0.078097345	9459
DCAF5	4	4808	0.045199733	0.078097345	9460
A1BG	4	4229	0.045202434	0.078097345	9461
LETM1	5	3753	0.045219765	0.078102903	9462
FBXO21	4	3815	0.045219888	0.078102903	9463
TSGA13	3	4812	0.045219985	0.078102903	9464
DIPK2B	5	3063	0.045231804	0.078107519	9465
UAP1	4	3734	0.045232214	0.078107519	9466
LCN2	4	4032	0.045246943	0.078109500	9467
IQCC	3	4986	0.045249387	0.078109500	9468
MAP9	5	4387	0.045252907	0.078109500	9469
RDH12	4	4399	0.045256801	0.078109500	9470
CD200R1L	4	3865	0.045257739	0.078109500	9471
OPN3	4	4122	0.045264420	0.078109500	9472
LONRF1	4	4436	0.045270336	0.078109500	9473
HERPUD2	4	3558	0.045275351	0.078109500	9474
SLC7A6	5	4661	0.045276368	0.078109500	9475
GPR84	4	4110	0.045287837	0.078121040	9476
AMELY	4	4706	0.045304340	0.078135104	9477
CA1	4	3607	0.045305550	0.078135104	9478
PSMC6	4	3218	0.045311119	0.078136466	9479
PORCN	4	3596	0.045333498	0.078166809	9480
ZNF563	4	4963	0.045339277	0.078168529	9481
DGKE	4	4775	0.045350868	0.078180267	9482
ZDHHC1	4	4016	0.045356927	0.078182466	9483
TAS2R39	4	4500	0.045361787	0.078182600	9484
UNK	4	3447	0.045371450	0.078191010	9485
TMOD1	4	3575	0.045399276	0.078229469	9486
SFMBT1	4	3143	0.045407900	0.078229469	9487
SMARCB1	4	4353	0.045408124	0.078229469	9488
UMPS	4	4141	0.045414565	0.078232320	9489
LMNTD2	4	4013	0.045428680	0.078248388	9490
DOK2	4	4146	0.045441213	0.078261729	9491
RASL12	4	4958	0.045446380	0.078262381	9492
TAS1R3	4	3333	0.045461102	0.078279488	9493
TERT	5	3638	0.045468913	0.078284690	9494
TMEM39B	4	4817	0.045486957	0.078297130	9495
SOX1	4	3593	0.045488911	0.078297130	9496
IGHV1-18	4	3820	0.045490508	0.078297130	9497
MEN1	4	3459	0.045503727	0.078308522	9498
TCF21	5	3562	0.045506708	0.078308522	9499
ZNF671	4	4321	0.045515764	0.078315861	9500
SPATS2L	3	4042	0.045527142	0.078321193	9501
TFG	4	4269	0.045528446	0.078321193	9502
SNTA1	3	3349	0.045534855	0.078323976	9503
CCDC173	4	3246	0.045547390	0.078330238	9504
GSN	4	4177	0.045548080	0.078330238	9505
AC127029.3	4	3156	0.045569543	0.078358904	9506
CLUH	4	3667	0.045597507	0.078385726	9507
SCARF2	5	3143	0.045602056	0.078385726	9508
ZNF395	4	3502	0.045610950	0.078385726	9509
ACER1	3	4823	0.045614193	0.078385726	9510
ISM1	4	3587	0.045616787	0.078385726	9511
COG7	4	3305	0.045617935	0.078385726	9512
L3HYPDH	4	4144	0.045619870	0.078385726	9513
CLHC1	4	4332	0.045626594	0.078385726	9514
CCNDBP1	3	4977	0.045628299	0.078385726	9515
GPR18	4	4135	0.045639894	0.078396266	9516
OTULINL	4	3015	0.045647234	0.078396266	9517
AC093525.2	4	3231	0.045649237	0.078396266	9518
CD300LG	4	3458	0.045653619	0.078396266	9519
UBAC1	4	3680	0.045667619	0.078412070	9520
ZIC5	4	4839	0.045687652	0.078438228	9521
CCDC197	5	4843	0.045712606	0.078472826	9522
OSBPL2	4	4900	0.045720247	0.078475057	9523
ZBTB6	4	3739	0.045723507	0.078475057	9524
PLXDC1	4	3367	0.045735697	0.078487739	9525
RNF220	4	4722	0.045740555	0.078487834	9526
FMNL2	4	3598	0.045745500	0.078488081	9527
METAP1D	5	4553	0.045759041	0.078503074	9528
ADPRH	4	3664	0.045764350	0.078503942	9529
SF3B3	4	4898	0.045779881	0.078521161	9530
LPAR1	4	4707	0.045786146	0.078521161	9531
TTLL3	4	4917	0.045788799	0.078521161	9532
TFIP11	4	4140	0.045805450	0.078525849	9533
MICALL2	4	4375	0.045808249	0.078525849	9534
H1-6	4	4120	0.045814382	0.078525849	9535
NME3	4	4736	0.045814878	0.078525849	9536
SLC7A2	4	3817	0.045821271	0.078525849	9537
MARK4	4	4983	0.045827855	0.078525849	9538
IGHV3-72	4	3088	0.045829734	0.078525849	9539
GSX2	4	3501	0.045829964	0.078525849	9540
OR51I1	4	3129	0.045835569	0.078527221	9541
STARD3	4	4203	0.045855662	0.078553412	9542
WDR81	4	4762	0.045867050	0.078564686	9543
SLC25A36	4	4353	0.045871999	0.078564930	9544
GPALPP1	4	4605	0.045912345	0.078612972	9545
TCL1A	4	4296	0.045918828	0.078612972	9546
CCNT1	4	3385	0.045927679	0.078612972	9547
HTR1D	4	3124	0.045932478	0.078612972	9548
GNB1L	5	3843	0.045932621	0.078612972	9549
CCNI	4	3892	0.045932841	0.078612972	9550
DPYSL2	4	3633	0.045933714	0.078612972	9551
C19orf44	4	4937	0.045952881	0.078616729	9552
FOXS1	5	4404	0.045959990	0.078616729	9553
H3-5	4	3486	0.045960852	0.078616729	9554
MAU2	4	3788	0.045960997	0.078616729	9555
P2RY4	4	3191	0.045963251	0.078616729	9556
FKBP9	4	4104	0.045968373	0.078616729	9557
BRD2	4	3391	0.045969577	0.078616729	9558
IL1RL2	4	4751	0.045974737	0.078616874	9559
C7orf25	4	4544	0.045979281	0.078616874	9560
PGK1	3	3946	0.045987890	0.078623372	9561
ZBTB5	4	4155	0.046010172	0.078639468	9562
MMP28	4	4868	0.046010216	0.078639468	9563
BCL2L11	4	3404	0.046011738	0.078639468	9564
AQP9	4	4181	0.046019069	0.078643774	9565
FOXRED2	4	4831	0.046033688	0.078660533	9566
PARP12	4	4523	0.046049830	0.078674288	9567
CCDC77	3	4658	0.046052442	0.078674288	9568
HASPIN	5	3530	0.046061650	0.078674288	9569
PLEKHG5	4	3651	0.046063420	0.078674288	9570
IGHV3-48	4	4335	0.046072694	0.078674288	9571
ARL4D	4	3051	0.046077657	0.078674288	9572
ST3GAL3	4	3793	0.046081526	0.078674288	9573
EEF2K	4	3056	0.046084073	0.078674288	9574
SLC13A2	4	3283	0.046096338	0.078674288	9575
KDM5D	4	4317	0.046100058	0.078674288	9576
ENO1	4	3609	0.046106124	0.078674288	9577
LIMD2	4	4178	0.046110320	0.078674288	9578
CNMD	5	4876	0.046110748	0.078674288	9579
TBX19	4	3085	0.046116834	0.078674288	9580
PLA1A	4	3821	0.046117854	0.078674288	9581
ADAM9	4	4153	0.046118746	0.078674288	9582
NDST2	4	4680	0.046125432	0.078675107	9583
UGT1A8	4	4490	0.046129032	0.078675107	9584
LRRC41	4	4598	0.046133666	0.078675107	9585
AP3S1	4	3010	0.046152527	0.078683238	9586
SPARCL1	4	3920	0.046153694	0.078683238	9587
FAIM2	5	4187	0.046157497	0.078683238	9588
FMOD	4	4519	0.046157688	0.078683238	9589
FYN	4	3208	0.046168851	0.078694061	9590
GNAT3	4	4624	0.046197472	0.078729363	9591
GRB14	4	4591	0.046199238	0.078729363	9592
IPCEF1	4	4245	0.046204012	0.078729363	9593
RPP40	3	4022	0.046223792	0.078751698	9594
BMPR1A	4	4271	0.046226755	0.078751698	9595
SLC2A4RG	4	3283	0.046234991	0.078751879	9596
OR4D1	4	3976	0.046236497	0.078751879	9597
SEPTIN1	3	4358	0.046252264	0.078764577	9598
D2HGDH	4	3881	0.046257140	0.078764577	9599
IL2RA	4	3116	0.046259680	0.078764577	9600
TMEM51	4	4912	0.046266661	0.078764577	9601
SPRTN	4	4926	0.046277159	0.078764577	9602
GYG2	4	3228	0.046285177	0.078764577	9603
REPIN1	4	3873	0.046286562	0.078764577	9604
GPR180	4	4889	0.046286822	0.078764577	9605
RAB38	4	4549	0.046287320	0.078764577	9606
KRTAP20-2	4	3974	0.046295518	0.078767021	9607
VTN	4	4118	0.046302479	0.078767021	9608
GGT5	4	3686	0.046311925	0.078767021	9609
EHBP1L1	4	3240	0.046312084	0.078767021	9610
HOXD12	5	4581	0.046312850	0.078767021	9611
IGHV2-70	4	4781	0.046336813	0.078799579	9612
FCRL6	4	3750	0.046346301	0.078802366	9613
HIP1R	4	3638	0.046348094	0.078802366	9614
UBASH3B	4	4579	0.046359461	0.078813494	9615
NR2C1	4	4505	0.046366312	0.078816944	9616
PADI6	5	4065	0.046372178	0.078818720	9617
INTS12	4	4091	0.046407448	0.078861232	9618
DUSP19	4	4507	0.046408784	0.078861232	9619
PTMA	3	4132	0.046411663	0.078861232	9620
PAGE1	4	4031	0.046426019	0.078877425	9621
ADGRG1	4	3003	0.046433545	0.078882012	9622
LGALS14	4	4797	0.046444452	0.078892342	9623
KCNAB2	4	3950	0.046450218	0.078893939	9624
TTC39B	4	3067	0.046455692	0.078894622	9625
LCE3D	4	4041	0.046460434	0.078894622	9626
ALDH1A3	4	3898	0.046465100	0.078894622	9627
CTRB2	4	4278	0.046481097	0.078913587	9628
ABCD3	4	3301	0.046489109	0.078914707	9629
CMAS	4	3186	0.046491685	0.078914707	9630
RINT1	4	4743	0.046496240	0.078914707	9631
LRRC17	4	4350	0.046503062	0.078916551	9632
IL17F	4	3089	0.046518390	0.078916551	9633
CPSF6	4	3013	0.046519752	0.078916551	9634
MAP6	3	4221	0.046519842	0.078916551	9635
GHDC	3	3350	0.046521740	0.078916551	9636
CTDSPL2	4	3339	0.046526294	0.078916551	9637
COPS2	4	3981	0.046534859	0.078920530	9638
ERLIN2	4	3519	0.046538296	0.078920530	9639
RASSF9	4	3288	0.046558122	0.078935053	9640
ZNF200	4	4723	0.046558989	0.078935053	9641
GABRR3	4	3100	0.046561347	0.078935053	9642
PCID2	4	4414	0.046588630	0.078973114	9643
DES	4	3569	0.046612639	0.079005620	9644
IL36G	4	4583	0.046618163	0.079006790	9645
ITFG2	4	4510	0.046632477	0.079022855	9646
KLHL23	4	3250	0.046644612	0.079028055	9647
MLXIP	4	4462	0.046645215	0.079028055	9648
APOL3	4	3839	0.046664436	0.079039117	9649
ACSL3	4	4984	0.046664705	0.079039117	9650
KDM2A	5	4553	0.046678709	0.079039117	9651
RGPD2	4	3913	0.046679647	0.079039117	9652
OR1E2	4	3376	0.046680025	0.079039117	9653
ZNF232	4	4731	0.046688795	0.079039117	9654
GLB1	4	3914	0.046690217	0.079039117	9655
NPBWR1	4	3852	0.046690426	0.079039117	9656
DPP9	4	3264	0.046728930	0.079096106	9657
ARMCX3	4	3971	0.046735947	0.079099792	9658
ETNK1	4	4157	0.046754494	0.079107423	9659
CCDC30	4	3192	0.046760430	0.079107423	9660
CAMK2N1	4	4128	0.046762794	0.079107423	9661
IDH3B	4	4876	0.046763421	0.079107423	9662
CELF5	4	4609	0.046764653	0.079107423	9663
DPF1	3	4195	0.046770305	0.079108795	9664
HECA	4	4726	0.046779982	0.079116414	9665
VIPAS39	4	3382	0.046786802	0.079116414	9666
COMP	3	4632	0.046791607	0.079116414	9667
DCLK2	3	3827	0.046801634	0.079116414	9668
LIPH	3	4652	0.046806268	0.079116414	9669
MAPKAPK3	3	3091	0.046806833	0.079116414	9670
VIM	5	4859	0.046808690	0.079116414	9671
NR6A1	4	3560	0.046814773	0.079118515	9672
GAPT	3	4751	0.046836323	0.079146753	9673
HNRNPLL	4	3285	0.046843255	0.079150284	9674
B3GNT2	4	4025	0.046854368	0.079157864	9675
CRACDL	4	3537	0.046858633	0.079157864	9676
SOHLH1	3	4302	0.046862515	0.079157864	9677
FIBP	4	3139	0.046867112	0.079157864	9678
FBXL20	3	4806	0.046875856	0.079159960	9679
OR1E1	4	4521	0.046878159	0.079159960	9680
NASP	3	3200	0.046886374	0.079159960	9681
ADAMTS8	4	4043	0.046899708	0.079159960	9682
NDUFA10	4	3942	0.046900127	0.079159960	9683
TRIM43	4	4550	0.046901081	0.079159960	9684
CST9L	4	3282	0.046910757	0.079159960	9685
GRK4	4	3236	0.046921007	0.079159960	9686
C9orf43	4	4908	0.046921119	0.079159960	9687
FAM172A	4	4359	0.046923010	0.079159960	9688
MCM9	4	4931	0.046927199	0.079159960	9689
IDH3G	4	4097	0.046931001	0.079159960	9690
SLC44A4	4	3378	0.046932860	0.079159960	9691
NF2	4	4178	0.046940954	0.079159960	9692
SPTLC1	4	4448	0.046940994	0.079159960	9693
ANXA11	4	3299	0.046980613	0.079214111	9694
GEMIN8	4	4410	0.046982813	0.079214111	9695
IGHV4-61	4	3557	0.046991066	0.079214111	9696
GATA5	3	4305	0.046992490	0.079214111	9697
ZNF609	4	4820	0.047007368	0.079223283	9698
PLD3	4	4515	0.047007624	0.079223283	9699
MIGA2	4	3072	0.047014235	0.079223544	9700
CPEB4	4	4321	0.047017472	0.079223544	9701
DPH6	4	3547	0.047034888	0.079244720	9702
BCKDHA	4	4413	0.047058139	0.079270725	9703
TAF9B	4	3654	0.047066309	0.079270725	9704
CD48	4	4163	0.047072608	0.079270725	9705
CCL28	4	4656	0.047081745	0.079270725	9706
EOLA1	4	4211	0.047083089	0.079270725	9707
CBARP	4	3167	0.047088797	0.079270725	9708
CDK16	4	3495	0.047092876	0.079270725	9709
COL8A1	4	4294	0.047094222	0.079270725	9710
NR5A1	4	4137	0.047096628	0.079270725	9711
KRTAP19-3	4	4884	0.047107893	0.079270725	9712
LMBR1L	4	3070	0.047109567	0.079270725	9713
FOXL2	4	3983	0.047112586	0.079270725	9714
BBS5	4	4221	0.047125596	0.079270725	9715
LTBP4	4	4291	0.047130270	0.079270725	9716
PLK1	4	4283	0.047133197	0.079270725	9717
COPS3	4	4166	0.047134366	0.079270725	9718
DMAC2	4	4419	0.047139200	0.079270725	9719
FBXW10	4	4997	0.047139336	0.079270725	9720
ZNF143	4	3064	0.047142464	0.079270725	9721
BRD4	4	4638	0.047154052	0.079282055	9722
FAM180A	4	4362	0.047170788	0.079282069	9723
CDK4	5	4477	0.047173870	0.079282069	9724
GPSM2	4	4611	0.047174692	0.079282069	9725
HPGD	4	4459	0.047179743	0.079282069	9726
AQP12B	4	3697	0.047180619	0.079282069	9727
ARRDC1	4	3026	0.047185333	0.079282069	9728
BRD3	4	4340	0.047188012	0.079282069	9729
CTIF	3	4564	0.047212231	0.079314607	9730
NPTXR	4	4920	0.047219845	0.079315356	9731
DHRS2	4	4820	0.047225881	0.079315356	9732
USP35	4	4037	0.047227233	0.079315356	9733
SLFN12	4	3066	0.047239792	0.079328296	9734
RNF152	4	3987	0.047250755	0.079338556	9735
MKLN1	4	4190	0.047266597	0.079357004	9736
EN1	4	4811	0.047297092	0.079392913	9737
ITGA9	4	4735	0.047297699	0.079392913	9738
CD36	4	4586	0.047318605	0.079399159	9739
NPR2	4	4995	0.047321049	0.079399159	9740
EXOC6B	4	3835	0.047321779	0.079399159	9741
GFRA3	3	3044	0.047326185	0.079399159	9742
SIX1	4	3468	0.047333088	0.079399159	9743
RBSN	4	4294	0.047334543	0.079399159	9744
SEPTIN7	4	4118	0.047340140	0.079399159	9745
CLUAP1	4	4152	0.047342187	0.079399159	9746
BICDL1	4	3133	0.047345137	0.079399159	9747
CLDND1	4	3523	0.047353214	0.079404558	9748
COX10	4	4464	0.047360364	0.079408401	9749
TSPYL5	4	4480	0.047381688	0.079430248	9750
ZNF3	4	3520	0.047389181	0.079430248	9751
C3orf56	5	3681	0.047392356	0.079430248	9752
DLL1	4	3840	0.047392830	0.079430248	9753
SBNO2	3	4857	0.047419622	0.079451608	9754
CHST9	4	3938	0.047422342	0.079451608	9755
ALG2	4	4954	0.047441852	0.079451608	9756
TTC23	4	4954	0.047445522	0.079451608	9757
KRTAP5-8	3	3276	0.047446293	0.079451608	9758
AC011455.2	4	3561	0.047446363	0.079451608	9759
ARV1	4	4850	0.047454638	0.079451608	9760
OR1I1	4	3740	0.047454758	0.079451608	9761
MRPS28	3	4093	0.047456236	0.079451608	9762
UNKL	3	4052	0.047459958	0.079451608	9763
SFTPB	4	3112	0.047463302	0.079451608	9764
ZNF614	4	4281	0.047463903	0.079451608	9765
FCMR	4	4102	0.047475717	0.079460410	9766
WDR93	4	4653	0.047488336	0.079460410	9767
BARHL1	4	3587	0.047493052	0.079460410	9768
PKM	4	3534	0.047493603	0.079460410	9769
ACADL	4	4641	0.047495218	0.079460410	9770
ACTL6B	4	4335	0.047501647	0.079460410	9771
GNGT1	4	3463	0.047503189	0.079460410	9772
C12orf56	4	4937	0.047519132	0.079478945	9773
CLPTM1L	4	3865	0.047557911	0.079492033	9774
PPP2R1B	4	4454	0.047558654	0.079492033	9775
RMND5B	4	3610	0.047563423	0.079492033	9776
CERCAM	3	3772	0.047564693	0.079492033	9777
PLA2G7	3	3928	0.047574617	0.079492033	9778
SPRR2B	4	3356	0.047575607	0.079492033	9779
H2AZ2	4	4242	0.047576231	0.079492033	9780
TAS2R14	4	4456	0.047576705	0.079492033	9781
MPHOSPH6	4	3937	0.047581397	0.079492033	9782
CYP1A2	4	4894	0.047582693	0.079492033	9783
SIGLEC15	4	3616	0.047585428	0.079492033	9784
BMX	4	4873	0.047593911	0.079492033	9785
RAD17	4	4008	0.047594618	0.079492033	9786
SPNS1	4	4650	0.047595040	0.079492033	9787
LRRC25	4	4036	0.047600910	0.079492951	9788
SYNGR1	4	3078	0.047612075	0.079492951	9789
DVL1	4	3105	0.047614344	0.079492951	9790
RHBG	4	4754	0.047617205	0.079492951	9791
APLF	4	3441	0.047622186	0.079492951	9792
MFAP3	4	3383	0.047624768	0.079492951	9793
OVOL1	4	4615	0.047632097	0.079497065	9794
CDT1	4	4808	0.047645214	0.079509490	9795
ZNF408	4	4745	0.047650684	0.079509490	9796
CSNK2A1	4	4329	0.047654134	0.079509490	9797
PRMT9	4	3912	0.047669544	0.079527084	9798
KPNA5	4	3246	0.047676433	0.079530459	9799
IGHV2-5	4	3176	0.047693279	0.079550442	9800
GKN2	4	4533	0.047709124	0.079568752	9801
SOAT1	4	4236	0.047722997	0.079573455	9802
NCBP1	4	3877	0.047728133	0.079573455	9803
BPNT2	4	4363	0.047737830	0.079573455	9804
IDI2	4	3401	0.047739440	0.079573455	9805
SEM1	3	4536	0.047740779	0.079573455	9806
ANGPT2	4	3553	0.047741152	0.079573455	9807
GARRE1	4	4229	0.047758968	0.079579597	9808
TMEM190	4	4357	0.047761474	0.079579597	9809
CDX1	3	3485	0.047763533	0.079579597	9810
GDF3	4	4943	0.047764311	0.079579597	9811
SREBF1	4	4278	0.047807550	0.079642803	9812
RHBDL3	4	4511	0.047812081	0.079642803	9813
LIX1L	4	4098	0.047816864	0.079642803	9814
GPRC5A	3	4840	0.047827966	0.079653177	9815
KCTD5	4	3751	0.047851327	0.079683964	9816
RENBP	4	4256	0.047863286	0.079695760	9817
POLD2	4	3685	0.047882325	0.079719340	9818
ZFAND4	3	4633	0.047893667	0.079730103	9819
DRGX	4	4290	0.047912926	0.079745734	9820
FKBPL	4	4591	0.047916212	0.079745734	9821
SCN3B	4	4433	0.047921723	0.079745734	9822
RSRC1	4	3956	0.047924093	0.079745734	9823
LAG3	4	3215	0.047927450	0.079745734	9824
MRPL17	4	3981	0.047942464	0.079754657	9825
ADRA2C	4	4302	0.047942571	0.079754657	9826
UBIAD1	4	3196	0.047969898	0.079791997	9827
AQP7	3	4876	0.047977639	0.079796752	9828
GUCA1B	4	4291	0.047984185	0.079799521	9829
SAT1	4	3985	0.047996575	0.079800848	9830
DIRAS2	4	3414	0.047998406	0.079800848	9831
VPS39	3	4081	0.047999629	0.079800848	9832
ARMC12	4	4789	0.048014532	0.079804772	9833
ARHGAP18	4	4716	0.048016306	0.079804772	9834
ISX	4	3412	0.048016801	0.079804772	9835
PPFIBP2	4	4204	0.048021518	0.079804772	9836
TRAV8-1	4	4526	0.048032053	0.079811417	9837
SLC28A1	5	4654	0.048041823	0.079811417	9838
CAMLG	4	3767	0.048041844	0.079811417	9839
FPGT	4	3678	0.048045047	0.079811417	9840
MAPKAP1	4	3670	0.048079100	0.079856546	9841
PODXL2	4	3752	0.048093012	0.079856546	9842
RELA	3	4380	0.048096352	0.079856546	9843
ZNF510	4	4552	0.048099778	0.079856546	9844
